Land;Bundesland;Stadt;Adresse;Wärmebedarf;Gebäudetyp;Subtyp;WW_Anteil;Typ_Heizflächen;VLT_max;Steigung_Heizkurve;RLT_max;Normaußentemperatur;UTM_X;UTM_Y
;;;;;;;;;;;;;498557.7957983519;5666807.897470419
;;;;;;;;;;;;;498522.0718773041;5666647.862607595
;;;;;;;;;;;;;497958.99508225365;5666621.892234646
;;;;;;;;;;;;;498120.496356093;5667300.062256813
;;;;;;;;;;;;;498697.70417834294;5666418.790213821
;;;;;;;;;;;;;498978.6891540498;5666783.371841042
;;;;;;;;;;;;;498161.6722137672;5665926.673719323
;;;;;;;;;;;;;498756.76327990554;5667124.686861254
;;;;;;;;;;;;;498368.5055247002;5666934.704559297
;;;;;;;;;;;;;499034.58880525205;5666778.006075892
;;;;;;;;;;;;;499224.6064988548;5666153.927146254
;;;;;;;;;;;;;499072.1839718146;5667368.474802327
;;;;;;;;;;;;;498942.28316324827;5666004.212678703
;;;;;;;;;;;;;499096.768811004;5667078.436327725
;;;;;;;;;;;;;498921.37026208953;5666517.758112484
;;;;;;;;;;;;;498335.6967315651;5667091.839143475
